personnel_id,week,duty_hours,consecutive_duty_days,overtime_hours,workload_score,sleep_hours,fatigue_score,stress_score,mood_score,emotional_exhaustion,attendance_score,activity_level,performance_score,social_withdrawal,behavioral_change,age,service_years,rank_level,transfer_frequency,training_hours,deployment_days,deployment_frequency,operational_exposure,leave_days,days_since_last_leave,leave_frequency,stress_risk_score,stress_risk,burnout_risk_score,burnout_risk
P0859,12,50,5,5,4.6,7.3,5.2,6.8,4.8,6.7,81.6,88.9,76.2,2.9,1.5,26,3,Intermediate,1,14.0,57,2,5,15,13,3,41.4,Moderate,43.1,Moderate
P0860,1,36,4,0,1.0,6.6,4.8,5.2,7.3,5.9,97.7,90.0,70.0,5.5,1.0,49,20,Intermediate,1,7.1,111,5,4,12,6,0,39.9,Moderate,31.5,Moderate
P0860,2,70,4,25,6.7,8.2,1.0,2.5,6.7,1.7,82.5,100.0,83.6,2.1,1.3,49,20,Intermediate,1,7.1,111,5,4,12,6,0,28.9,Low,29.8,Low
P0860,3,38,2,0,2.2,6.6,3.8,3.3,5.4,3.0,91.1,87.8,73.7,2.9,3.1,49,20,Intermediate,1,7.1,111,5,4,12,6,0,31.8,Moderate,31.1,Moderate
P0860,4,66,4,21,4.3,6.8,4.3,1.6,7.5,3.1,92.4,85.9,80.5,2.7,2.6,49,20,Intermediate,1,7.1,111,5,4,12,6,0,33.9,Moderate,44.9,Moderate
P0860,5,55,9,10,2.7,7.1,3.9,6.2,3.7,5.5,92.2,100.0,80.6,4.2,2.4,49,20,Intermediate,1,7.1,111,5,4,12,6,0,42.2,Moderate,37.2,Moderate
P0860,6,66,6,21,5.3,7.5,2.7,5.0,6.7,3.7,98.5,84.2,77.8,4.5,2.7,49,20,Intermediate,1,7.1,111,5,4,12,6,0,36.4,Moderate,44.8,Moderate
P0860,7,49,5,4,2.6,7.5,4.6,4.1,6.2,4.3,90.7,95.2,85.7,1.5,3.1,49,20,Intermediate,1,7.1,111,5,4,12,6,0,35.6,Moderate,40.0,Moderate
P0860,8,52,2,7,3.0,7.2,4.4,4.4,6.5,3.2,76.5,96.5,88.8,4.8,2.0,49,20,Intermediate,1,7.1,111,5,4,12,6,0,32.7,Moderate,31.8,Moderate
P0860,9,48,5,3,3.6,6.3,5.1,4.9,4.4,5.2,86.9,98.3,79.4,4.8,1.5,49,20,Intermediate,1,7.1,111,5,4,12,6,0,45.9,Moderate,45.9,Moderate
P0860,10,65,7,20,5.4,6.7,3.3,5.0,6.4,3.9,84.0,95.7,86.4,2.3,3.4,49,20,Intermediate,1,7.1,111,5,4,12,6,0,39.7,Moderate,49.6,Moderate
P0860,11,61,6,16,2.7,6.6,5.1,2.9,5.9,2.7,90.3,100.0,71.3,2.5,1.0,49,20,Intermediate,1,7.1,111,5,4,12,6,0,40.1,Moderate,39.9,Moderate
P0860,12,40,10,0,1.9,6.0,3.5,4.7,5.6,3.9,100.0,76.6,91.5,3.1,3.8,49,20,Intermediate,1,7.1,111,5,4,12,6,0,38.4,Moderate,46.0,Moderate
P0861,1,45,7,0,3.0,6.8,4.6,5.2,5.9,5.8,98.0,82.5,79.5,5.8,3.0,32,9,Junior,0,8.0,34,1,2,1,26,0,32.7,Moderate,38.9,Moderate
P0861,2,66,10,21,5.7,9.0,3.2,5.4,5.8,4.6,90.0,79.7,86.3,4.8,4.3,32,9,Junior,0,8.0,34,1,2,1,26,0,41.7,Moderate,42.8,Moderate
P0861,3,37,12,0,2.2,7.4,6.5,4.2,5.9,4.8,88.9,85.0,78.2,1.1,2.9,32,9,Junior,0,8.0,34,1,2,1,26,0,39.2,Moderate,38.5,Moderate
P0861,4,70,14,25,3.7,6.9,4.6,4.6,5.3,2.9,87.7,99.0,79.5,4.6,1.0,32,9,Junior,0,8.0,34,1,2,1,26,0,43.9,Moderate,39.7,Moderate
P0861,5,42,11,0,1.6,6.2,6.1,4.0,5.5,4.9,88.7,100.0,79.1,2.6,2.5,32,9,Junior,0,8.0,34,1,2,1,26,0,43.9,Moderate,38.9,Moderate
P0861,6,58,6,13,5.8,6.8,4.9,5.2,5.8,5.8,93.7,97.6,76.9,4.1,3.1,32,9,Junior,0,8.0,34,1,2,1,26,0,46.9,Moderate,47.3,Moderate
P0861,7,48,9,3,3.4,7.4,4.8,3.5,5.0,3.1,97.3,91.4,68.1,2.2,1.5,32,9,Junior,0,8.0,34,1,2,1,26,0,36.9,Moderate,32.3,Moderate
P0861,8,35,10,0,1.2,7.3,5.4,8.2,3.1,7.6,94.9,79.4,74.8,3.2,2.4,32,9,Junior,0,8.0,34,1,2,1,26,0,46.1,Moderate,38.4,Moderate
P0861,9,55,4,10,4.2,6.7,5.1,3.7,7.6,3.4,97.7,95.6,86.4,3.9,3.2,32,9,Junior,0,8.0,34,1,2,1,26,0,34.7,Moderate,34.4,Moderate
P0861,10,41,12,0,2.6,7.6,5.3,4.6,5.8,5.3,96.1,100.0,71.2,5.6,1.1,32,9,Junior,0,8.0,34,1,2,1,26,0,36.3,Moderate,42.4,Moderate
P0861,11,65,11,20,7.4,7.4,5.6,5.5,6.9,4.8,97.2,97.2,71.6,4.6,1.6,32,9,Junior,0,8.0,34,1,2,1,26,0,45.6,Moderate,55.9,Moderate
P0861,12,54,11,9,3.4,6.9,5.0,5.8,7.3,3.8,94.9,95.1,77.5,5.7,1.0,32,9,Junior,0,8.0,34,1,2,1,26,0,41.8,Moderate,37.2,Moderate
P0862,1,44,13,0,1.0,7.4,2.9,2.9,7.9,2.8,96.4,100.0,55.8,4.1,1.5,49,25,Junior,1,9.8,114,1,2,4,53,4,29.7,Low,38.0,Moderate
P0862,2,57,9,12,3.7,8.4,1.1,4.1,8.7,3.0,95.4,100.0,88.7,2.1,1.7,49,25,Junior,1,9.8,114,1,2,4,53,4,30.4,Moderate,34.0,Moderate
P0862,3,47,14,2,4.1,7.6,1.7,4.7,5.2,4.1,87.6,93.6,97.4,5.3,1.0,49,25,Junior,1,9.8,114,1,2,4,53,4,43.0,Moderate,44.8,Moderate
P0862,4,60,7,15,6.7,6.4,4.9,4.3,7.0,3.7,98.8,100.0,83.8,3.8,1.0,49,25,Junior,1,9.8,114,1,2,4,53,4,49.8,Moderate,58.8,Moderate
P0862,5,67,14,22,4.8,7.7,3.1,5.5,7.0,4.0,87.2,92.8,81.8,2.4,3.0,49,25,Junior,1,9.8,114,1,2,4,53,4,46.2,Moderate,50.2,Moderate
P0862,6,45,13,0,2.9,5.4,4.3,5.9,5.2,6.5,95.1,100.0,58.1,2.6,2.5,49,25,Junior,1,9.8,114,1,2,4,53,4,58.7,High,60.8,High
P0862,7,70,7,25,6.4,6.2,4.6,3.9,6.4,3.6,87.1,91.6,78.7,3.6,2.6,49,25,Junior,1,9.8,114,1,2,4,53,4,48.1,Moderate,55.4,Moderate
P0862,8,69,2,24,6.4,7.1,4.8,4.9,5.6,4.0,84.9,100.0,67.6,4.2,3.6,49,25,Junior,1,9.8,114,1,2,4,53,4,49.9,Moderate,48.7,Moderate
P0862,9,47,2,2,3.3,6.4,5.9,5.1,4.5,4.8,97.0,100.0,71.8,1.0,1.9,49,25,Junior,1,9.8,114,1,2,4,53,4,44.5,Moderate,46.6,Moderate
P0862,10,70,10,25,5.5,7.7,3.4,4.7,6.3,3.8,96.0,96.2,78.4,5.2,1.6,49,25,Junior,1,9.8,114,1,2,4,53,4,44.1,Moderate,44.1,Moderate
P0862,11,37,9,0,2.7,6.6,5.2,5.3,6.2,5.3,95.5,97.5,100.0,2.2,2.5,49,25,Junior,1,9.8,114,1,2,4,53,4,42.1,Moderate,51.1,Moderate
P0862,12,52,11,7,4.4,7.7,3.7,3.9,6.1,3.9,100.0,100.0,86.5,3.1,2.1,49,25,Junior,1,9.8,114,1,2,4,53,4,38.6,Moderate,48.9,Moderate
P0863,1,39,7,0,1.6,7.1,3.6,5.8,5.5,5.7,87.5,89.1,61.3,1.3,1.2,37,5,Intermediate,1,15.6,59,2,7,9,59,3,39.0,Moderate,31.5,Moderate
P0863,2,53,7,8,4.0,5.6,4.5,5.6,7.6,5.7,92.0,100.0,100.0,3.4,1.0,37,5,Intermediate,1,15.6,59,2,7,9,59,3,44.9,Moderate,48.2,Moderate
P0863,3,53,5,8,5.2,8.0,2.2,7.1,3.7,4.4,95.5,100.0,77.3,2.4,2.3,37,5,Intermediate,1,15.6,59,2,7,9,59,3,42.1,Moderate,40.8,Moderate
P0863,4,46,7,1,3.3,8.2,3.0,3.6,7.0,4.2,90.0,91.2,82.1,1.0,2.1,37,5,Intermediate,1,15.6,59,2,7,9,59,3,26.9,Low,35.7,Moderate
P0863,5,35,2,0,1.0,7.4,4.0,5.6,4.5,6.0,93.1,93.8,85.6,1.0,1.3,37,5,Intermediate,1,15.6,59,2,7,9,59,3,32.3,Moderate,29.4,Low
P0863,6,51,10,6,3.5,7.4,3.3,5.5,5.9,4.7,91.5,89.4,75.1,5.7,1.0,37,5,Intermediate,1,15.6,59,2,7,9,59,3,42.2,Moderate,37.0,Moderate
P0863,7,66,3,21,5.3,7.4,4.2,3.3,7.4,2.9,94.6,98.7,61.1,2.4,1.0,37,5,Intermediate,1,15.6,59,2,7,9,59,3,37.3,Moderate,38.6,Moderate
P0863,8,48,14,3,1.5,7.8,1.2,7.3,5.0,2.8,91.2,91.5,100.0,2.6,2.4,37,5,Intermediate,1,15.6,59,2,7,9,59,3,36.1,Moderate,28.8,Low
P0863,9,45,12,0,1.0,7.9,2.3,2.3,6.3,2.9,89.2,79.8,76.8,3.9,1.0,37,5,Intermediate,1,15.6,59,2,7,9,59,3,29.7,Low,29.1,Low
P0863,10,56,5,11,2.4,6.7,5.0,3.5,5.4,4.2,86.2,100.0,75.1,2.9,1.0,37,5,Intermediate,1,15.6,59,2,7,9,59,3,39.9,Moderate,38.6,Moderate
P0863,11,65,12,20,3.4,8.2,2.0,2.9,7.2,2.0,100.0,100.0,88.5,4.1,2.5,37,5,Intermediate,1,15.6,59,2,7,9,59,3,22.6,Low,28.0,Low
P0863,12,35,8,0,1.8,7.5,3.8,6.2,6.8,5.8,93.7,94.5,85.5,5.2,1.6,37,5,Intermediate,1,15.6,59,2,7,9,59,3,35.0,Moderate,37.9,Moderate
P0864,1,53,10,8,3.5,7.8,3.6,3.9,6.3,3.5,89.8,60.3,86.0,3.4,6.9,23,1,Intermediate,1,8.5,0,2,8,9,74,2,28.4,Low,34.5,Moderate
P0864,2,45,6,0,1.5,6.6,1.9,5.5,4.6,2.8,83.8,82.1,87.9,5.2,3.8,23,1,Intermediate,1,8.5,0,2,8,9,74,2,32.3,Moderate,24.4,Low
P0864,3,51,2,6,4.6,7.8,4.3,4.6,8.0,4.1,91.9,84.3,85.5,2.2,1.0,23,1,Intermediate,1,8.5,0,2,8,9,74,2,36.4,Moderate,29.1,Low
P0864,4,57,4,12,4.4,7.3,2.5,4.7,6.7,4.1,88.9,80.9,63.8,3.8,4.7,23,1,Intermediate,1,8.5,0,2,8,9,74,2,30.7,Moderate,35.7,Moderate
P0864,5,53,3,8,3.2,8.3,2.9,2.5,4.8,2.4,82.8,78.6,83.0,3.8,1.8,23,1,Intermediate,1,8.5,0,2,8,9,74,2,23.7,Low,24.2,Low
P0864,6,58,14,13,4.9,7.0,4.9,1.5,8.7,2.4,91.2,67.5,79.2,2.7,4.4,23,1,Intermediate,1,8.5,0,2,8,9,74,2,36.1,Moderate,46.4,Moderate
P0864,7,60,9,15,5.1,6.0,5.3,5.5,6.5,4.7,82.8,80.7,88.0,3.4,3.0,23,1,Intermediate,1,8.5,0,2,8,9,74,2,41.8,Moderate,51.2,Moderate
P0864,8,36,14,0,1.0,7.9,3.3,1.3,7.4,1.3,78.3,78.6,68.5,1.0,4.7,23,1,Intermediate,1,8.5,0,2,8,9,74,2,20.4,Low,21.4,Low
P0864,9,68,3,23,6.9,7.4,3.5,4.0,8.9,3.6,81.9,72.1,76.9,1.1,5.6,23,1,Intermediate,1,8.5,0,2,8,9,74,2,41.4,Moderate,35.4,Moderate
P0864,10,35,14,0,1.0,6.2,5.6,6.0,3.5,5.7,78.5,66.3,67.0,2.5,5.5,23,1,Intermediate,1,8.5,0,2,8,9,74,2,45.5,Moderate,37.5,Moderate
P0864,11,59,11,14,5.4,7.0,2.2,4.6,6.0,4.8,82.8,84.9,97.3,5.8,2.8,23,1,Intermediate,1,8.5,0,2,8,9,74,2,38.9,Moderate,40.3,Moderate
P0864,12,63,11,18,5.8,7.0,2.7,4.8,6.8,4.3,82.6,79.9,74.3,1.3,3.6,23,1,Intermediate,1,8.5,0,2,8,9,74,2,46.4,Moderate,44.6,Moderate
P0865,1,69,3,24,4.2,6.4,5.0,6.9,7.0,6.0,100.0,89.5,71.8,2.9,2.6,37,16,Junior,2,13.2,114,2,10,9,78,0,48.2,Moderate,52.4,Moderate
P0865,2,49,10,4,2.4,7.6,5.7,4.6,6.5,4.0,94.2,79.3,71.4,1.3,2.4,37,16,Junior,2,13.2,114,2,10,9,78,0,47.4,Moderate,42.5,Moderate
P0865,3,57,10,12,4.2,6.6,7.0,5.1,5.2,5.8,79.7,74.5,70.3,4.3,1.1,37,16,Junior,2,13.2,114,2,10,9,78,0,59.5,High,58.0,Moderate
P0865,4,56,14,11,4.3,8.1,5.1,6.2,4.9,4.7,83.6,89.6,69.7,4.1,3.0,37,16,Junior,2,13.2,114,2,10,9,78,0,49.1,Moderate,50.9,Moderate
P0865,5,37,4,0,1.9,7.3,6.5,6.7,3.4,5.7,92.7,94.1,86.5,3.5,2.1,37,16,Junior,2,13.2,114,2,10,9,78,0,49.3,Moderate,39.0,Moderate
P0865,6,40,13,0,1.9,8.1,6.7,4.7,6.3,5.4,91.0,93.0,87.6,7.0,2.3,37,16,Junior,2,13.2,114,2,10,9,78,0,42.6,Moderate,49.8,Moderate
P0865,7,65,10,20,4.4,7.3,6.1,7.9,4.6,7.4,89.8,83.9,64.3,4.6,2.5,37,16,Junior,2,13.2,114,2,10,9,78,0,63.3,High,63.2,High
P0865,8,37,10,0,1.0,7.5,5.0,7.1,3.9,6.9,90.2,89.1,88.8,2.8,2.9,37,16,Junior,2,13.2,114,2,10,9,78,0,46.1,Moderate,44.0,Moderate
P0865,9,37,2,0,1.0,8.2,5.3,8.9,4.0,8.2,80.4,92.3,69.0,4.5,1.0,37,16,Junior,2,13.2,114,2,10,9,78,0,48.7,Moderate,39.9,Moderate
P0865,10,38,11,0,1.7,7.8,6.1,8.6,5.1,8.5,95.1,84.8,76.4,3.3,3.6,37,16,Junior,2,13.2,114,2,10,9,78,0,56.3,High,50.1,Moderate
P0865,11,42,12,0,3.6,6.2,5.4,8.0,4.3,6.1,100.0,98.4,80.5,1.0,1.7,37,16,Junior,2,13.2,114,2,10,9,78,0,56.2,High,59.5,Moderate
P0865,12,67,11,22,5.4,9.0,4.5,7.1,5.3,7.8,96.6,93.7,78.5,1.6,2.4,37,16,Junior,2,13.2,114,2,10,9,78,0,59.6,High,57.9,Moderate
P0866,1,66,9,21,3.2,8.7,1.4,6.9,4.6,4.7,92.1,100.0,66.4,3.3,1.5,36,3,Junior,0,9.5,21,3,10,4,43,4,40.2,Moderate,29.6,Low
P0866,2,55,7,10,4.2,7.7,4.4,6.0,4.2,5.6,99.1,100.0,72.3,3.5,2.0,36,3,Junior,0,9.5,21,3,10,4,43,4,39.4,Moderate,34.3,Moderate
P0866,3,46,4,1,2.6,8.3,3.2,5.2,6.1,3.4,84.9,100.0,81.1,3.5,1.9,36,3,Junior,0,9.5,21,3,10,4,43,4,31.2,Moderate,30.2,Moderate
P0866,4,50,13,5,2.8,6.3,4.6,5.8,6.6,5.0,89.1,100.0,69.8,4.4,2.2,36,3,Junior,0,9.5,21,3,10,4,43,4,41.5,Moderate,42.9,Moderate
P0866,5,41,3,0,2.6,7.3,5.6,2.8,8.2,4.0,74.4,96.1,75.9,3.2,2.4,36,3,Junior,0,9.5,21,3,10,4,43,4,32.7,Moderate,30.4,Moderate
P0866,6,45,4,0,1.2,6.8,6.5,6.7,4.4,6.2,96.8,100.0,68.9,3.1,2.6,36,3,Junior,0,9.5,21,3,10,4,43,4,44.3,Moderate,34.2,Moderate
P0866,7,51,9,6,2.6,8.2,2.2,5.0,5.5,2.4,91.8,99.0,76.3,3.5,2.0,36,3,Junior,0,9.5,21,3,10,4,43,4,36.5,Moderate,26.2,Low
P0866,8,39,2,0,3.0,7.0,5.1,5.0,5.8,4.9,100.0,100.0,77.7,4.9,2.6,36,3,Junior,0,9.5,21,3,10,4,43,4,38.6,Moderate,38.3,Moderate
P0866,9,55,6,10,3.3,6.4,4.7,1.6,7.9,1.5,86.1,90.9,100.0,3.8,1.5,36,3,Junior,0,9.5,21,3,10,4,43,4,31.8,Moderate,31.8,Moderate
P0866,10,39,5,0,4.4,5.7,5.0,3.4,6.8,2.5,88.5,93.1,80.0,4.2,1.4,36,3,Junior,0,9.5,21,3,10,4,43,4,40.4,Moderate,37.7,Moderate
P0866,11,57,6,12,4.4,7.1,5.1,4.3,5.7,7.0,95.0,85.7,78.5,3.8,5.2,36,3,Junior,0,9.5,21,3,10,4,43,4,38.7,Moderate,40.8,Moderate
P0866,12,39,9,0,2.3,6.4,4.0,7.3,6.4,6.9,95.7,100.0,58.3,1.8,1.6,36,3,Junior,0,9.5,21,3,10,4,43,4,45.8,Moderate,47.1,Moderate
P0867,1,50,3,5,4.5,7.0,2.8,1.7,7.0,1.5,87.4,88.3,96.3,1.0,2.6,25,2,Junior,0,7.1,38,1,7,7,5,0,23.8,Low,29.6,Low
P0867,2,63,6,18,5.9,7.2,3.1,3.3,5.8,3.1,100.0,99.1,75.4,2.6,2.3,25,2,Junior,0,7.1,38,1,7,7,5,0,31.9,Moderate,32.1,Moderate
P0867,3,62,3,17,7.6,8.6,2.8,4.3,6.7,3.6,88.2,87.8,75.4,5.2,2.7,25,2,Junior,0,7.1,38,1,7,7,5,0,37.0,Moderate,35.0,Moderate
P0867,4,39,5,0,2.1,6.4,3.4,2.5,5.9,2.2,80.4,88.1,79.0,1.9,3.3,25,2,Junior,0,7.1,38,1,7,7,5,0,28.2,Low,30.0,Moderate
P0867,5,67,2,22,7.3,8.2,2.1,4.0,5.0,3.1,90.2,99.3,73.5,4.1,2.2,25,2,Junior,0,7.1,38,1,7,7,5,0,35.0,Moderate,27.2,Low
P0867,6,47,11,2,2.8,7.5,1.4,3.8,6.0,2.5,90.8,97.3,100.0,3.3,4.2,25,2,Junior,0,7.1,38,1,7,7,5,0,28.9,Low,25.2,Low
P0867,7,69,13,24,6.2,7.1,2.1,7.5,3.7,6.0,87.2,93.3,62.0,5.2,2.7,25,2,Junior,0,7.1,38,1,7,7,5,0,42.3,Moderate,45.0,Moderate
P0867,8,61,3,16,3.9,7.4,4.3,1.7,8.8,3.5,95.8,88.5,85.6,5.2,1.9,25,2,Junior,0,7.1,38,1,7,7,5,0,29.5,Low,27.6,Low
P0867,9,64,12,19,5.9,7.0,3.1,4.1,6.6,3.6,96.6,82.6,77.4,3.7,2.7,25,2,Junior,0,7.1,38,1,7,7,5,0,38.0,Moderate,44.1,Moderate
P0867,10,58,2,13,5.2,6.2,2.3,3.6,6.5,3.0,87.7,79.8,97.0,4.5,3.5,25,2,Junior,0,7.1,38,1,7,7,5,0,34.0,Moderate,36.0,Moderate
P0867,11,36,14,0,2.9,7.6,1.8,6.4,5.1,4.6,94.0,95.1,73.9,1.0,1.7,25,2,Junior,0,7.1,38,1,7,7,5,0,29.5,Low,33.2,Moderate
P0867,12,41,9,0,3.3,8.0,2.5,2.9,5.6,3.3,89.1,80.4,100.0,3.5,3.2,25,2,Junior,0,7.1,38,1,7,7,5,0,30.8,Moderate,27.9,Low
P0868,1,42,6,0,2.8,7.1,5.1,7.3,4.7,6.6,91.7,98.4,100.0,3.8,1.0,26,3,Junior,2,12.1,43,2,2,1,52,4,41.7,Moderate,42.2,Moderate
P0868,2,46,10,1,4.4,7.3,4.8,5.8,7.1,5.2,89.2,92.1,71.1,4.4,3.3,26,3,Junior,2,12.1,43,2,2,1,52,4,45.0,Moderate,39.7,Moderate
P0868,3,65,11,20,4.0,6.8,6.5,7.1,4.1,7.1,85.6,88.6,84.5,4.6,1.0,26,3,Junior,2,12.1,43,2,2,1,52,4,52.8,Moderate,58.0,Moderate
P0868,4,56,8,11,4.6,5.7,5.0,5.5,6.6,5.0,82.1,84.2,73.8,1.9,2.7,26,3,Junior,2,12.1,43,2,2,1,52,4,51.2,Moderate,46.3,Moderate
P0868,5,68,12,23,7.6,7.5,3.6,5.9,4.2,4.1,85.6,84.7,77.4,2.3,3.6,26,3,Junior,2,12.1,43,2,2,1,52,4,50.5,Moderate,46.2,Moderate
P0868,6,63,13,18,4.0,6.8,7.6,4.5,4.7,6.9,87.7,90.9,56.8,3.9,3.0,26,3,Junior,2,12.1,43,2,2,1,52,4,50.7,Moderate,56.2,Moderate
P0868,7,43,9,0,3.2,6.1,6.9,6.1,6.9,5.3,88.3,70.9,92.1,1.0,3.9,26,3,Junior,2,12.1,43,2,2,1,52,4,48.1,Moderate,51.1,Moderate
P0868,8,59,12,14,4.1,5.5,6.7,2.4,6.0,3.8,81.0,85.0,66.9,2.7,3.7,26,3,Junior,2,12.1,43,2,2,1,52,4,45.5,Moderate,54.4,Moderate
P0868,9,58,5,13,4.8,6.7,7.1,5.9,6.3,6.1,85.9,80.9,85.4,6.1,2.3,26,3,Junior,2,12.1,43,2,2,1,52,4,58.3,High,54.7,Moderate
P0868,10,40,11,0,1.6,6.5,6.5,7.5,4.7,7.9,99.7,82.0,80.5,1.9,4.2,26,3,Junior,2,12.1,43,2,2,1,52,4,45.3,Moderate,43.0,Moderate
P0868,11,41,5,0,1.0,7.2,4.8,5.0,5.6,4.4,87.4,74.5,88.3,5.4,4.9,26,3,Junior,2,12.1,43,2,2,1,52,4,34.1,Moderate,32.4,Moderate
P0868,12,57,10,12,6.3,7.5,5.3,6.5,6.5,5.9,90.4,92.9,79.4,4.9,2.4,26,3,Junior,2,12.1,43,2,2,1,52,4,43.8,Moderate,49.6,Moderate
P0869,1,60,11,15,4.3,5.8,9.1,6.1,6.2,6.3,87.5,86.0,87.9,2.6,2.5,44,4,Intermediate,0,15.7,70,1,6,14,62,2,62.5,High,64.0,High
P0869,2,39,7,0,1.8,8.1,6.9,6.8,4.5,6.5,90.9,80.1,66.1,2.8,3.4,44,4,Intermediate,0,15.7,70,1,6,14,62,2,43.3,Moderate,43.5,Moderate
P0869,3,68,6,23,5.2,6.9,4.4,7.5,4.2,5.9,86.0,92.2,73.7,5.1,2.3,44,4,Intermediate,0,15.7,70,1,6,14,62,2,47.5,Moderate,54.2,Moderate
P0869,4,46,12,1,2.7,7.7,6.1,7.0,4.4,7.4,90.3,95.4,85.3,3.7,1.0,44,4,Intermediate,0,15.7,70,1,6,14,62,2,52.4,Moderate,47.5,Moderate
P0869,5,45,3,0,3.2,7.1,4.9,6.2,5.1,6.2,79.7,100.0,84.7,3.2,3.1,44,4,Intermediate,0,15.7,70,1,6,14,62,2,46.5,Moderate,39.6,Moderate
P0869,6,55,8,10,3.1,5.8,7.9,4.6,5.8,6.1,99.4,100.0,82.8,3.4,1.4,44,4,Intermediate,0,15.7,70,1,6,14,62,2,55.2,High,53.1,Moderate
P0869,7,70,6,25,4.6,7.1,6.8,6.4,5.5,6.9,98.0,100.0,80.3,2.8,1.0,44,4,Intermediate,0,15.7,70,1,6,14,62,2,53.5,Moderate,53.7,Moderate
P0869,8,62,5,17,5.9,8.5,3.7,5.9,5.9,4.8,90.0,97.4,73.0,1.8,1.0,44,4,Intermediate,0,15.7,70,1,6,14,62,2,44.1,Moderate,46.9,Moderate
P0869,9,60,11,15,3.9,6.3,6.3,8.9,3.5,6.5,86.8,99.2,77.1,6.2,1.0,44,4,Intermediate,0,15.7,70,1,6,14,62,2,59.7,High,58.6,Moderate
P0869,10,51,8,6,4.8,8.4,5.3,7.1,5.7,6.1,85.6,87.7,79.7,3.9,3.6,44,4,Intermediate,0,15.7,70,1,6,14,62,2,43.5,Moderate,45.0,Moderate
P0869,11,42,12,0,2.5,7.9,3.6,5.6,4.4,4.4,96.2,93.2,83.4,1.0,2.7,44,4,Intermediate,0,15.7,70,1,6,14,62,2,44.1,Moderate,41.5,Moderate
P0869,12,52,10,7,2.4,6.1,5.3,4.1,7.2,6.1,89.9,89.1,86.4,4.9,3.9,44,4,Intermediate,0,15.7,70,1,6,14,62,2,48.5,Moderate,48.9,Moderate
P0870,1,42,11,0,4.0,6.5,5.6,2.8,8.4,4.8,86.0,99.1,71.3,6.5,1.9,48,10,Junior,0,4.1,52,1,5,15,11,0,43.2,Moderate,42.5,Moderate
P0870,2,41,12,0,2.3,7.1,3.3,4.5,5.9,3.7,99.5,84.3,68.0,4.9,2.0,48,10,Junior,0,4.1,52,1,5,15,11,0,33.0,Moderate,31.9,Moderate
P0870,3,36,6,0,1.9,6.0,4.3,4.0,5.5,3.7,94.0,86.1,92.7,2.6,4.3,48,10,Junior,0,4.1,52,1,5,15,11,0,38.5,Moderate,42.9,Moderate
P0870,4,62,9,17,6.7,7.2,3.6,3.4,5.7,3.3,95.3,100.0,73.9,1.6,3.5,48,10,Junior,0,4.1,52,1,5,15,11,0,41.4,Moderate,40.1,Moderate
P0870,5,48,10,3,3.5,9.0,2.4,6.0,5.7,5.2,88.4,93.1,66.0,3.3,3.0,48,10,Junior,0,4.1,52,1,5,15,11,0,30.2,Moderate,28.9,Low
P0870,6,67,7,22,5.1,7.5,1.0,3.5,7.2,1.9,88.3,100.0,97.5,3.1,1.0,48,10,Junior,0,4.1,52,1,5,15,11,0,27.4,Low,29.7,Low
P0870,7,70,2,25,5.9,6.1,4.4,4.0,6.2,2.7,81.9,95.4,80.7,1.0,1.0,48,10,Junior,0,4.1,52,1,5,15,11,0,38.5,Moderate,44.2,Moderate
P0870,8,60,11,15,4.9,5.9,4.6,4.1,4.7,2.8,98.7,92.1,60.2,3.2,4.1,48,10,Junior,0,4.1,52,1,5,15,11,0,49.7,Moderate,38.3,Moderate
P0870,9,42,7,0,3.1,7.4,3.6,4.5,5.1,3.9,81.6,100.0,64.2,4.4,2.7,48,10,Junior,0,4.1,52,1,5,15,11,0,32.6,Moderate,29.1,Low
P0870,10,66,7,21,6.9,6.4,2.1,3.2,7.7,1.7,92.1,93.1,97.0,1.9,2.2,48,10,Junior,0,4.1,52,1,5,15,11,0,32.5,Moderate,43.9,Moderate
P0870,11,62,3,17,5.8,7.1,2.5,5.2,5.0,4.0,89.1,100.0,86.5,7.3,1.0,48,10,Junior,0,4.1,52,1,5,15,11,0,37.2,Moderate,37.8,Moderate
P0870,12,48,2,3,1.3,7.2,2.4,4.2,5.7,2.2,93.1,100.0,78.0,1.1,2.3,48,10,Junior,0,4.1,52,1,5,15,11,0,26.8,Low,27.4,Low
P0871,1,66,2,21,3.5,4.3,9.0,4.3,6.2,6.6,88.9,97.9,71.0,4.7,1.9,26,2,Junior,0,9.6,12,1,7,7,35,4,54.9,Moderate,53.8,Moderate
P0871,2,35,8,0,1.9,7.9,4.6,3.7,8.8,3.2,100.0,84.2,73.0,2.6,3.8,26,2,Junior,0,9.6,12,1,7,7,35,4,27.5,Low,25.2,Low
P0871,3,58,5,13,6.1,6.3,4.0,3.7,6.9,4.7,84.8,90.4,84.0,5.0,3.2,26,2,Junior,0,9.6,12,1,7,7,35,4,37.6,Moderate,43.6,Moderate
P0871,4,59,11,14,5.6,5.7,6.5,4.0,7.2,5.0,82.2,92.4,94.5,3.4,3.6,26,2,Junior,0,9.6,12,1,7,7,35,4,50.2,Moderate,60.2,High
P0871,5,69,13,24,5.1,6.7,3.6,9.1,2.4,8.6,96.4,100.0,65.9,4.0,1.0,26,2,Junior,0,9.6,12,1,7,7,35,4,54.9,Moderate,53.5,Moderate
